Date,Joke,Comedian,jokeID
4/18/16,Just a reminder that this Monday is Tax Day. That one day of the year even Democrats turn into Republicans. You know what I'm saying? ,Jimmy Fallon,42478-1
4/18/16,"On Thursday ""night, CNN hosted the ninth Democratic debate featuring Hillary Clinton and Bernie Sanders. And after a lot of rowdy Republican debates, people were looking forward to a more focused, calm exchange between the two Democrats. ... I haven't seen two liberals that angry since two Priuses crashed in a Whole Foods parking lot.""",Jimmy Fallon,42478-2
4/18/16,"[Imitating Sanders] ""'This is what you do do.' No wonder Bernie's the number two candidate now.""",Jimmy Fallon,42478-3
4/18/16,"I saw that several alumni of 'The Apprentice' held a press conference to say that Donald Trump should not be president. While on the other hand, Gary Busey went to the park to register squirrels to vote.",Jimmy Fallon,42478-4
4/18/16,"Ted Cruz and his wife appeared in a town hall on CNN recently. And Ted Cruz's wife said that after they got back from their honeymoon, Ted bought 100 cans of Campbell's Chunky soup. But to be fair, I feel like anyone who has watched this election is probably stocking up on canned goods.",Jimmy Fallon,42478-5
4/18/16,"Cruz's daughters were also at the town hall. They said that if they end up in the White House, they want to have Taylor Swift over for dinner. Then Ted Cruz said, 'I hope she likes Chunky soup, because I have 200 cans in the living room.'",Jimmy Fallon,42478-6
4/19/16,"The President and the First Lady got their taxes done. I'm not sure if they have to release it or they just do. They made $436,065 - about ten percent less than they did last year and the lowest amount they've made since he took office. Donald Trump made more money than that last year selling hats. ",Jimmy Kimmel,42479-1
4/20/16,"The winner of the New York primary, you know, gets delegates, momentum, and most importantly two tickets in the front mezzanine to see 'Hamilton.' Because we have a time difference to contend with, we don't know who won, but all we know is that Hillary Clinton and Donald Trump won. ",Jimmy Kimmel,42480-1
4/20/16,It's interesting to see how many of the candidates in this particular primary have some kind of a home-field advantage. Bernie Sanders was born in Brooklyn. Donald Trump is from Queens. And Hillary Clinton is from wherever you need her to be from.,Jimmy Kimmel,42480-2
4/20/16,"Donald Trump had a bit of a stumble yesterday. You may have heard about this. He was giving a speech in Buffalo and accidentally referred to the devastating terrorist attacks of 7/11, instead of 9/11. And, of course, who can forget that fateful day when the Coke-flavored Slurpee machine broke and we were forced to settle for that blue raspberry stuff.",Jimmy Kimmel,42480-3
4/20/16,"According to a new NBC/Wall Street Journal poll, more than half of voters say they wouldn't support Donald Trump, Ted Cruz, or Hillary Clinton. Which is depressing because that's probably who will be on the ballot. It's like lunch in a middle-school cafeteria. None of the choices are good, but you have to eat something, right?",Jimmy Kimmel,42480-4
4/20/16,"Of course, on the Republican side, Donald Trump is heavily favored to win tonight's primary. New York is his home town, and he's been married to many of its voters.",Stephen Colbert,42480-5
4/20/16,"But Trump's victory may not be enough to avoid a contested convention. That is where no candidate has no majority of delegates, freeing up those delegates to vote for anyone they think would be most appealing to the American public. So the next GOP presidential nominee could be a 'Gilmore Girls' reboot.",Stephen Colbert,42480-6
4/20/16,"But the hot name on a lot of Republican lips right now is Speaker of the House Paul Ryan. ... They believe he would be a better alternative to Trump and Cruz, more likely to attract moderate voters and less likely to haunt your Robitussin-induced nightmares.",Stephen Colbert,42480-7
4/21/16,"Donald Trump and Hillary Clinton moved closer to a face-off in the general election last night. They were the winners in the New York primary by a wide margin. Hillary got 58 percent of the vote. Trump got more than 60 percent of the vote. I like to imagine him up in his tower looking over the city last night, rubbing his little hands together like a Batman villain. ",Jimmy Kimmel,42481-1
4/21/16,The Empire State Building turned red last night when Trump was declared the winner. I'm guessing out of embarrassment.,Jimmy Kimmel,42481-2
4/21/16,Trump needs 57 percent of the remaining delegates to get the nomination. Ted Cruz needs 98 percent of the remaining delegates and John Kasich needs 158 percent. So he really needs to step this up.,Jimmy Kimmel,42481-3
4/21/16,"It was a disappointing night for Bernie Sanders and Ted Cruz. In one district, Ted Cruz lost to Ben Carson, who isn't even running anymore. Even when he was running, I'm not sure he knew he was running.",Jimmy Kimmel,42481-4
4/21/16,"Speaking of things that money can buy - the 2016 election. Did you guys vote in yesterday's New York primary? Great. Well, that means you did your part for democracy, and as a reward, you're now eligible for jury duty. And the results were a good old-fashioned Empire State boot-stomping by Hillary Clinton and Donald Trump. New Yorkers haven't seen a thrashing this bad since any Knicks game.",Stephen Colbert,42481-5
4/21/16,"On the Democratic side, it was a tough choice for New Yorkers. You go to the polls, you see old ladies working there, you want to make them happy, but you don't know. Have they been waiting their whole lives for a woman president, or are they friends with Bernie from aqua-aerobics?",Stephen Colbert,42481-6
4/21/16,"Of course, the clearest message coming out of New York last night was, 'Suck it, Ted Cruz. Suck our New York values.' Because Cruz got just 15 percent of the vote, and in one county, he even lost to Ben Carson, who dropped out of the race a month ago. Though, to be fair, Dr. Carson may not be aware that he dropped out of the race.",Stephen Colbert,42481-7
4/21/16,"For Trump, of course, last night was total domination. He won 60 percent of the vote, taking every district except one, Manhattan, which went to Gov. John Kasich. After picking up 90 delegates, Trump has his sights set on the Republican Convention in Cleveland. ? But this is likely going to be a contested convention, where if no one wins the first round of voting, delegates can switch their votes to any other candidate they want. And it is not against the rules to woo these delegates with any gifts, including money or jobs or the most precious prize of all:A ticket out of Cleveland.",Stephen Colbert,42481-8
4/22/16,"Well, if you're following the news you know that the 2016 Republican primary toboggan ride is rapidly approaching the oak tree of their summer convention, and if you think that you're worried about what is going to happen in this race, just consider Reince Priebus, RNC chairman and man whose name is an anagram for Crisp Bee Urine. ",Stephen Colbert,42482-1
4/22/16,"Reince is in a really tough spot right now. As his party approaches a contested convention, it appears to be going up in flames. As he told reporters yesterday, 'Sometimes you can't fix it. Sometimes you can just take a seven-alarm fire and make it a four-alarm fire. It's still burning but not as bad as it was.' Okay, okay, very happy. Not as bad as it was, Reince. You understand how fire departments work, right? You're not allowed to leave and say, 'Hey, I think we put a dent in it. Good luck.'",Stephen Colbert,42482-2
4/26/16,"I read that sales for Donald Trump pi?atas have been soaring recently. Or as Donald Trump put it, 'Told you I could make the Mexicans pay for something.' ",Jimmy Fallon,42486-1
4/26/16,"Apparently four out of Donald Trump's five airplanes are more than 20 years old, which they say is rare for most billionaires. I guess Trump doesn't know you're supposed to change planes every few years and keep your wife forever.",Jimmy Fallon,42486-2
4/26/16,One photo everybody is talking about is this one of two-year-old Prince George actually meeting the President in his bathrobe. You know you're royalty when you're a two-year-old in pajamas meeting the President and you still look like you're running the show.,Jimmy Fallon,42486-3
4/26/16,"Yesterday, Donald Trump said - this is a quote - 'If I lose, I don't think you'll ever see me again.' In other words, a Trump campaign promise we can all get behind.",Conan O'Brien,42486-4
4/26/16,"In order to block Donald Trump's path to the Republican nomination, John Kasich is pulling his campaign out of Indiana. Indiana should notice sometime...in 2018. That's a big operation when it unfolds. It's two guys and a gerbil.",Conan O'Brien,42486-5
4/26/16,"A restaurant in Pennsylvania has unveiled a pizza inspired by Hillary Clinton. Apparently the pizza is not that fresh or tasty, but it sticks around your stomach until all the other food has given up.",Conan O'Brien,42486-6
